SIMULATION 5: 30 xApps, 40 Parameters, 15 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
x30,3,0,1,4,1,4,4,5,2,5,1,2,3,4,2,2,3,2,2,3,4,1,1,-1,3,2,2,5,2,3
x4,4,2,5,7,2,6,6,6,5,6,6,4,2,4,3,5,5,4,5,5,5,4,2,3,-1,4,2,6,5,4
x5,4,3,2,5,2,5,5,3,4,3,5,3,3,3,3,4,5,2,4,3,5,3,3,2,4,-1,3,5,4,3
x6,3,2,0,5,2,2,3,5,2,4,2,2,3,4,2,4,3,3,4,1,2,2,3,2,2,3,-1,5,4,3
x7,4,2,3,9,2,5,6,9,5,8,6,2,5,6,3,6,6,5,5,2,7,2,2,5,6,5,5,-1,5,4
x8,0,1,2,7,2,2,4,5,3,5,3,3,3,4,2,6,4,4,4,3,4,3,4,2,5,4,4,5,-1,5
x9,2,1,2,7,2,4,6,6,3,6,2,1,3,5,2,4,4,3,4,3,5,3,2,3,4,3,3,4,5,-1

CONFLICT MATRIX FOR KPI k11
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,5,4,8,4,6,6,4,5,4,5,2,5,4,4,3,5,4,3,4,6,4,2,4,5,2,6,5,3,5
x10,5,-1,5,7,5,5,4,6,4,4,5,1,4,2,6,6,5,2,3,2,5,4,3,3,4,3,5,5,3,3
x11,4,5,-1,7,2,5,4,5,2,6,4,2,5,3,6,4,7,2,2,2,5,3,2,3,7,3,4,5,3,6
x12,8,7,7,-1,6,8,6,8,6,7,7,2,7,6,8,6,7,3,4,3,9,5,2,6,7,5,7,9,6,6
x13,4,5,2,6,-1,6,5,7,6,5,5,3,6,5,7,6,2,2,2,4,5,5,6,5,4,6,5,6,6,3
x14,6,5,5,8,6,-1,7,8,4,8,4,3,6,7,8,6,5,2,3,4,9,5,5,7,8,6,4,8,3,6
x15,6,4,4,6,5,7,-1,6,4,7,6,3,5,4,5,5,5,3,2,5,5,3,4,3,7,5,4,8,3,5
x16,4,6,5,8,7,8,6,-1,5,8,5,1,7,6,8,7,6,3,3,1,7,3,5,7,4,6,5,9,4,5
x17,5,4,2,6,6,4,4,5,-1,3,6,2,4,2,4,5,3,3,1,2,5,3,3,5,3,4,5,6,5,2
x18,4,4,6,7,5,8,7,8,3,-1,4,3,8,5,9,6,6,1,4,3,5,4,4,6,6,6,5,8,3,5
x19,5,5,4,7,5,4,6,5,6,4,-1,1,3,3,5,5,4,2,2,3,5,4,2,3,5,5,3,6,4,2
x2,2,1,2,2,3,3,3,1,2,3,1,-1,4,1,3,2,1,2,1,4,2,1,2,3,4,4,3,4,3,2
x20,5,4,5,7,6,6,5,7,4,8,3,4,-1,5,9,6,6,3,4,3,4,4,5,7,4,6,8,7,4,5
x21,4,2,3,6,5,7,4,6,2,5,3,1,5,-1,6,5,4,2,3,3,6,4,5,6,4,4,2,5,3,4
x22,4,6,6,8,7,8,5,8,4,9,5,3,9,6,-1,7,6,0,5,3,8,6,5,7,6,8,6,8,5,5
x23,3,6,4,6,6,6,5,7,5,6,5,2,6,5,7,-1,6,2,3,3,5,4,7,6,4,5,4,7,5,3
x24,5,5,7,7,2,5,5,6,3,6,4,1,6,4,6,6,-1,3,2,1,5,2,4,4,5,4,6,7,4,5
x25,4,2,2,3,2,2,3,3,3,1,2,2,3,2,0,2,3,-1,0,2,2,0,2,3,2,1,3,4,2,2
x26,3,3,2,4,2,3,2,3,1,4,2,1,4,3,5,3,2,0,-1,2,3,2,1,3,1,2,3,2,1,2
x27,4,2,2,3,4,4,5,1,2,3,3,4,3,3,3,3,1,2,2,-1,3,3,3,2,5,3,2,3,3,3
x28,6,5,5,9,5,9,5,7,5,5,5,2,4,6,8,5,5,2,3,3,-1,4,3,6,7,5,4,8,5,6
x29,4,4,3,5,5,5,3,3,3,4,4,1,4,4,6,4,2,0,2,3,4,-1,3,4,4,3,2,2,2,3
x3,2,3,2,2,6,5,4,5,3,4,2,2,5,5,5,7,4,2,1,3,3,3,-1,4,3,4,3,4,4,3
x30,4,3,3,6,5,7,3,7,5,6,3,3,7,6,7,6,4,3,3,2,6,4,4,-1,3,6,4,7,3,3
x4,5,4,7,7,4,8,7,4,3,6,5,4,4,4,6,4,5,2,1,5,7,4,3,3,-1,5,3,7,4,6
x5,2,3,3,5,6,6,5,6,4,6,5,4,6,4,8,5,4,1,2,3,5,3,4,6,5,-1,4,8,5,2
x6,6,5,4,7,5,4,4,5,5,5,3,3,8,2,6,4,6,3,3,2,4,2,3,4,3,4,-1,6,5,4
x7,5,5,5,9,6,8,8,9,6,8,6,4,7,5,8,7,7,4,2,3,8,2,4,7,7,8,6,-1,6,4
x8,3,3,3,6,6,3,3,4,5,3,4,3,4,3,5,5,4,2,1,3,5,2,4,3,4,5,5,6,-1,3
x9,5,3,6,6,3,6,5,5,2,5,2,2,5,4,5,3,5,2,2,3,6,3,3,3,6,2,4,4,3,-1

CONFLICT MATRIX FOR KPI k12
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,2,4,3,1,3,4,4,4,1,2,2,2,2,2,4,5,4,4,2,4,4,1,2,4,1,4,3,3,2
x10,2,-1,2,2,2,3,2,3,1,1,1,1,1,2,2,2,4,1,0,0,3,1,2,2,2,0,2,3,2,3
x11,4,2,-1,4,2,4,5,6,4,3,1,3,5,2,4,5,6,3,3,3,6,3,3,3,6,1,4,4,5,7
x12,3,2,4,-1,4,5,5,5,4,4,0,3,5,5,3,5,5,2,3,2,6,3,4,4,4,4,5,6,7,5
x13,1,2,2,4,-1,3,4,5,4,4,2,3,4,3,2,3,4,1,1,1,4,1,3,4,3,3,3,6,6,4
x14,3,3,4,5,3,-1,2,4,4,4,3,4,5,3,4,4,4,1,5,0,8,2,3,3,6,3,5,5,5,5
x15,4,2,5,5,4,2,-1,7,4,5,3,5,4,5,3,8,8,3,4,3,5,4,5,3,5,4,5,8,8,6
x16,4,3,6,5,5,4,7,-1,5,6,3,3,5,6,4,8,7,5,3,2,7,3,5,7,4,2,5,9,7,6
x17,4,1,4,4,4,4,4,5,-1,3,3,3,5,3,3,5,4,2,4,3,4,2,4,3,4,3,4,4,6,2
x18,1,1,3,4,4,4,5,6,3,-1,2,3,5,3,4,5,3,1,3,1,6,2,3,4,5,3,3,7,4,4
x19,2,1,1,0,2,3,3,3,3,2,-1,4,2,3,1,3,2,1,4,0,3,2,2,2,3,2,4,3,4,2
x2,2,1,3,3,3,4,5,3,3,3,4,-1,4,4,2,4,4,1,5,1,5,1,2,3,5,3,5,5,6,4
x20,2,1,5,5,4,5,4,5,5,5,2,4,-1,4,5,6,5,1,4,2,6,2,4,4,5,3,4,5,5,5
x21,2,2,2,5,3,3,5,6,3,3,3,4,4,-1,1,8,4,3,3,1,5,3,6,6,2,2,5,6,6,4
x22,2,2,4,3,2,4,3,4,3,4,1,2,5,1,-1,4,4,0,2,1,4,1,2,2,4,2,3,4,2,3
x23,4,2,5,5,3,4,8,8,5,5,3,4,6,8,4,-1,7,4,4,2,7,4,8,5,4,3,7,8,7,5
x24,5,4,6,5,4,4,8,7,4,3,2,4,5,4,4,7,-1,4,3,2,5,2,5,3,4,3,5,7,7,6
x25,4,1,3,2,1,1,3,5,2,1,1,1,1,3,0,4,4,-1,2,1,3,2,2,3,1,0,3,3,3,2
x26,4,0,3,3,1,5,4,3,4,3,4,5,4,3,2,4,3,2,-1,2,5,2,1,2,5,2,3,3,4,2
x27,2,0,3,2,1,0,3,2,3,1,0,1,2,1,1,2,2,1,2,-1,1,1,1,1,2,0,0,1,2,1
x28,4,3,6,6,4,8,5,7,4,6,3,5,6,5,4,7,5,3,5,1,-1,4,4,5,7,2,7,8,7,7
x29,4,1,3,3,1,2,4,3,2,2,2,1,2,3,1,4,2,2,2,1,4,-1,2,2,4,2,4,3,3,4
x3,1,2,3,4,3,3,5,5,4,3,2,2,4,6,2,8,5,2,1,1,4,2,-1,3,2,3,5,5,6,4
x30,2,2,3,4,4,3,3,7,3,4,2,3,4,6,2,5,3,3,2,1,5,2,3,-1,3,1,3,6,4,4
x4,4,2,6,4,3,6,5,4,4,5,3,5,5,2,4,4,4,1,5,2,7,4,2,3,-1,3,4,5,4,6
x5,1,0,1,4,3,3,4,2,3,3,2,3,3,2,2,3,3,0,2,0,2,2,3,1,3,-1,4,4,5,3
x6,4,2,4,5,3,5,5,5,4,3,4,5,4,5,3,7,5,3,3,0,7,4,5,3,4,4,-1,6,8,5
x7,3,3,4,6,6,5,8,9,4,7,3,5,5,6,4,8,7,3,3,1,8,3,5,6,5,4,6,-1,8,6
x8,3,2,5,7,6,5,8,7,6,4,4,6,5,6,2,7,7,3,4,2,7,3,6,4,4,5,8,8,-1,7
x9,2,3,7,5,4,5,6,6,2,4,2,4,5,4,3,5,6,2,2,1,7,4,4,4,6,3,5,6,7,-1

CONFLICT MATRIX FOR KPI k13
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,2,3,5,3,5,5,4,4,3,2,1,3,3,3,3,6,4,3,3,6,4,2,2,5,3,5,4,4,6
x10,2,-1,2,4,3,3,2,4,2,1,3,1,1,2,2,3,4,1,0,0,3,2,1,3,2,2,2,4,3,2
x11,3,2,-1,4,0,3,3,2,0,2,3,2,2,1,2,2,5,2,1,1,4,2,0,0,5,2,4,4,4,4
x12,5,4,4,-1,4,9,7,8,4,8,5,5,5,7,5,8,10,5,5,3,9,4,4,5,9,6,7,11,10,7
x13,3,3,0,4,-1,4,5,6,5,4,4,2,3,4,4,4,5,2,2,2,5,3,4,4,3,5,2,5,6,4
x14,5,3,3,9,4,-1,5,7,4,7,4,3,5,6,4,5,7,3,6,2,8,4,3,5,8,5,5,6,6,7
x15,5,2,3,7,5,5,-1,7,3,7,4,5,4,4,3,5,10,4,3,4,5,2,3,3,6,6,5,8,8,8
x16,4,4,2,8,6,7,7,-1,5,9,5,3,4,6,6,8,9,6,5,2,7,4,4,7,5,6,6,10,8,6
x17,4,2,0,4,5,4,3,5,-1,3,4,0,1,3,3,5,4,3,3,2,5,3,3,2,4,4,3,4,5,3
x18,3,1,2,8,4,7,7,9,3,-1,3,4,6,4,5,5,8,5,6,3,5,2,3,4,7,6,5,8,6,6
x19,2,3,3,5,4,4,4,5,4,3,-1,3,1,3,3,5,4,1,3,1,4,4,3,2,6,5,3,6,7,3
x2,1,1,2,5,2,3,5,3,0,4,3,-1,2,2,0,2,5,3,3,2,2,1,2,2,5,2,4,5,7,5
x20,3,1,2,5,3,5,4,4,1,6,1,2,-1,3,5,2,5,1,3,1,4,2,2,3,3,4,4,5,3,4
x21,3,2,1,7,4,6,4,6,3,4,3,2,3,-1,4,5,6,2,3,1,6,2,4,5,3,4,4,7,6,4
x22,3,2,2,5,4,4,3,6,3,5,3,0,5,4,-1,3,5,1,3,1,6,3,2,4,3,6,3,5,3,3
x23,3,3,2,8,4,5,5,8,5,5,5,2,2,5,3,-1,6,4,3,1,6,4,5,3,4,4,6,9,8,3
x24,6,4,5,10,5,7,10,9,4,8,4,5,5,6,5,6,-1,6,4,3,8,2,3,4,8,7,8,11,10,9
x25,4,1,2,5,2,3,4,6,3,5,1,3,1,2,1,4,6,-1,3,3,4,2,2,2,5,1,5,5,6,5
x26,3,0,1,5,2,6,3,5,3,6,3,3,3,3,3,3,4,3,-1,1,6,2,1,2,6,4,4,5,4,5
x27,3,0,1,3,2,2,4,2,2,3,1,2,1,1,1,1,3,3,1,-1,2,1,1,1,4,1,1,1,3,4
x28,6,3,4,9,5,8,5,7,5,5,4,2,4,6,6,6,8,4,6,2,-1,4,2,4,7,5,6,8,8,8
x29,4,2,2,4,3,4,2,4,3,2,4,1,2,2,3,4,2,2,2,1,4,-1,3,2,4,3,3,3,4,3
x3,2,1,0,4,4,3,3,4,3,3,3,2,2,4,2,5,3,2,1,1,2,3,-1,2,2,3,4,4,5,1
x30,2,3,0,5,4,5,3,7,2,4,2,2,3,5,4,3,4,2,2,1,4,2,2,-1,1,3,2,5,4,3
x4,5,2,5,9,3,8,6,5,4,7,6,5,3,3,3,4,8,5,6,4,7,4,2,1,-1,5,5,6,8,8
x5,3,2,2,6,5,5,6,6,4,6,5,2,4,4,6,4,7,1,4,1,5,3,3,3,5,-1,3,7,5,3
x6,5,2,4,7,2,5,5,6,3,5,3,4,4,4,3,6,8,5,4,1,6,3,4,2,5,3,-1,8,8,6
x7,4,4,4,11,5,6,8,10,4,8,6,5,5,7,5,9,11,5,5,1,8,3,4,5,6,7,8,-1,11,6
x8,4,3,4,10,6,6,8,8,5,6,7,7,3,6,3,8,10,6,4,3,8,4,5,4,8,5,8,11,-1,8
x9,6,2,4,7,4,7,8,6,3,6,3,5,4,4,3,3,9,5,5,4,8,3,1,3,8,3,6,6,8,-1

CONFLICT MATRIX FOR KPI k14
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,1,1,2,2,4,4,2,4,2,3,3,2,3,2,3,3,1,4,3,4,4,2,2,4,3,2,2,1,2
x10,1,-1,1,1,3,1,1,2,2,0,2,2,1,1,2,1,2,0,1,1,2,2,1,2,1,3,1,2,3,2
x11,1,1,-1,2,1,1,1,1,2,1,1,2,3,1,4,1,2,0,2,1,2,0,0,1,4,3,2,2,3,2
x12,2,1,2,-1,4,6,5,6,5,6,4,2,5,6,5,6,5,2,5,1,9,3,2,4,5,7,4,8,8,7
x13,2,3,1,4,-1,6,4,4,4,4,3,5,4,4,4,3,3,0,1,3,5,5,4,5,4,6,1,5,5,4
x14,4,1,1,6,6,-1,4,5,5,7,2,4,6,6,5,4,4,1,5,3,7,5,4,5,6,7,3,6,4,5
x15,4,1,1,5,4,4,-1,4,3,5,4,5,5,6,3,6,5,2,5,3,5,4,3,4,5,5,3,6,5,6
x16,2,2,1,6,4,5,4,-1,4,7,4,3,5,6,5,5,4,3,5,0,7,3,1,7,3,5,4,8,5,5
x17,4,2,2,5,4,5,3,4,-1,3,4,3,3,2,3,5,4,2,4,3,6,4,2,2,5,5,2,4,5,4
x18,2,0,1,6,4,7,5,7,3,-1,2,4,7,6,5,5,4,3,6,1,7,3,2,6,5,6,4,8,4,5
x19,3,2,1,4,3,2,4,4,4,2,-1,2,1,4,2,4,3,2,3,1,5,4,1,3,4,4,1,5,5,3
x2,3,2,2,2,5,4,5,3,3,4,2,-1,4,3,3,3,4,1,3,3,4,3,2,4,5,4,2,5,3,3
x20,2,1,3,5,4,6,5,5,3,7,1,4,-1,4,7,4,4,1,6,2,5,2,2,5,5,7,3,6,4,5
x21,3,1,1,6,4,6,6,6,2,6,4,3,4,-1,5,6,4,2,4,2,6,5,4,6,5,5,4,7,5,5
x22,2,2,4,5,4,5,3,5,3,5,2,3,7,5,-1,4,3,0,4,2,5,3,2,6,5,7,3,6,4,3
x23,3,1,1,6,3,4,6,5,5,5,4,3,4,6,4,-1,3,3,5,3,6,5,3,4,5,4,3,6,5,4
x24,3,2,2,5,3,4,5,4,4,4,3,4,4,4,3,3,-1,2,5,2,6,1,1,2,4,5,2,6,5,5
x25,1,0,0,2,0,1,2,3,2,3,2,1,1,2,0,3,2,-1,3,0,3,1,0,1,2,1,2,3,2,2
x26,4,1,2,5,1,5,5,5,4,6,3,3,6,4,4,5,5,3,-1,1,6,2,0,3,6,5,4,6,4,5
x27,3,1,1,1,3,3,3,0,3,1,1,3,2,2,2,3,2,0,1,-1,2,3,3,1,3,2,0,1,1,1
x28,4,2,2,9,5,7,5,7,6,7,5,4,5,6,5,6,6,3,6,2,-1,4,2,5,6,7,4,9,7,6
x29,4,2,0,3,5,5,4,3,4,3,4,3,2,5,3,5,1,1,2,3,4,-1,5,4,4,6,2,3,3,2
x3,2,1,0,2,4,4,3,1,2,2,1,2,2,4,2,3,1,0,0,3,2,5,-1,2,2,4,1,1,2,2
x30,2,2,1,4,5,5,4,7,2,6,3,4,5,6,6,4,2,1,3,1,5,4,2,-1,3,5,3,7,3,3
x4,4,1,4,5,4,6,5,3,5,5,4,5,5,5,5,5,4,2,6,3,6,4,2,3,-1,6,4,6,6,5
x5,3,3,3,7,6,7,5,5,5,6,4,4,7,5,7,4,5,1,5,2,7,6,4,5,6,-1,4,7,7,6
x6,2,1,2,4,1,3,3,4,2,4,1,2,3,4,3,3,2,2,4,0,4,2,1,3,4,4,-1,4,4,5
x7,2,2,2,8,5,6,6,8,4,8,5,5,6,7,6,6,6,3,6,1,9,3,1,7,6,7,4,-1,7,6
x8,1,3,3,8,5,4,5,5,5,4,5,3,4,5,4,5,5,2,4,1,7,3,2,3,6,7,4,7,-1,8
x9,2,2,2,7,4,5,6,5,4,5,3,3,5,5,3,4,5,2,5,1,6,2,2,3,5,6,5,6,8,-1

CONFLICT MATRIX FOR KPI k15
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x4,x5,x6,x7,x8,x9
x1,-1,2,3,2,2,2,3,3,4,4,2,2,2,1,2,2,6,3,3,3,3,4,1,2,3,3,4,3,2,3
x10,2,-1,3,2,4,2,2,3,3,2,3,3,3,1,5,4,4,0,3,2,3,3,3,3,2,4,3,3,4,3
x11,3,3,-1,3,0,2,3,2,1,3,3,2,3,1,4,3,5,2,3,1,4,2,1,1,5,2,5,4,5,5
x12,2,2,3,-1,2,3,4,3,3,5,3,3,3,3,3,4,6,3,3,2,4,3,1,3,5,4,4,5,7,5
x13,2,4,0,2,-1,3,4,3,3,3,2,5,3,2,4,3,4,1,3,4,4,3,3,3,3,6,1,4,4,3
x14,2,2,2,3,3,-1,4,3,4,5,3,6,3,3,2,4,5,2,5,3,6,3,4,2,7,4,3,4,5,5
x15,3,2,3,4,4,4,-1,5,1,6,1,5,3,3,3,4,7,4,2,4,4,3,3,3,6,4,3,6,6,8
x16,3,3,2,3,3,3,5,-1,3,5,2,2,0,3,3,4,7,4,2,2,5,2,1,4,4,2,3,6,5,6
x17,4,3,1,3,3,4,1,3,-1,3,4,2,2,2,3,4,4,2,5,2,5,4,2,2,3,4,3,2,3,2
x18,4,2,3,5,3,5,6,5,3,-1,1,4,4,3,4,4,8,4,4,4,4,2,2,4,7,3,4,6,4,6
x19,2,3,3,3,2,3,1,2,4,1,-1,3,2,3,3,3,3,0,4,0,4,3,1,3,3,3,3,3,5,2
x2,2,3,2,3,5,6,5,2,2,4,3,-1,5,3,2,3,5,2,4,5,4,2,4,3,5,4,4,4,7,5
x20,2,3,3,3,3,3,3,0,2,4,2,5,-1,2,4,4,3,1,5,3,2,2,3,2,4,4,5,3,5,3
x21,1,1,1,3,2,3,3,3,2,3,3,3,2,-1,2,4,4,1,2,1,3,2,3,3,3,3,4,5,5,3
x22,2,5,4,3,4,2,3,3,3,4,3,2,4,2,-1,5,4,1,4,3,4,3,3,3,5,6,3,4,4,3
x23,2,4,3,4,3,4,4,4,4,4,3,3,4,4,5,-1,4,2,4,2,5,5,5,3,3,4,6,5,6,4
x24,6,4,5,6,4,5,7,7,4,8,3,5,3,4,4,4,-1,5,4,4,7,3,2,4,7,4,5,8,7,8
x25,3,0,2,3,1,2,4,4,2,4,0,2,1,1,1,2,5,-1,2,3,3,1,0,1,4,1,3,3,4,5
x26,3,3,3,3,3,5,2,2,5,4,4,4,5,2,4,4,4,2,-1,2,5,2,2,1,6,5,6,2,6,5
x27,3,2,1,2,4,3,4,2,2,4,0,5,3,1,3,2,4,3,2,-1,2,2,3,2,4,4,2,2,3,3
x28,3,3,4,4,4,6,4,5,5,4,4,4,2,3,4,5,7,3,5,2,-1,3,3,1,6,5,4,6,7,6
x29,4,3,2,3,3,3,3,2,4,2,3,2,2,2,3,5,3,1,2,2,3,-1,3,3,2,5,3,3,3,2
x3,1,3,1,1,3,4,3,1,2,2,1,4,3,3,3,5,2,0,2,3,3,3,-1,1,2,4,3,2,3,2
x30,2,3,1,3,3,2,3,4,2,4,3,3,2,3,3,3,4,1,1,2,1,3,1,-1,2,2,2,4,3,2
x4,3,2,5,5,3,7,6,4,3,7,3,5,4,3,5,3,7,4,6,4,6,2,2,2,-1,6,4,6,7,8
x5,3,4,2,4,6,4,4,2,4,3,3,4,4,3,6,4,4,1,5,4,5,5,4,2,6,-1,3,4,6,4
x6,4,3,5,4,1,3,3,3,3,4,3,4,5,4,3,6,5,3,6,2,4,3,3,2,4,3,-1,4,8,6
x7,3,3,4,5,4,4,6,6,2,6,3,4,3,5,4,5,8,3,2,2,6,3,2,4,6,4,4,-1,7,6
x8,2,4,5,7,4,5,6,5,3,4,5,7,5,5,4,6,7,4,6,3,7,3,3,3,7,6,8,7,-1,9
x9,3,3,5,5,3,5,8,6,2,6,2,5,3,3,3,4,8,5,5,3,6,2,2,2,8,4,6,6,9,-1
