SIMULATION 6: 50 xApps, 75 Parameters, 20 KPIs

XAPP-PARAMETER CONTROL RANGES
xapp,parameter,range_min,range_max
x45,10,12,9,10,11,10,10,12,7,8,10,9,18,15,11,5,15,9,12,15,7,10,6,13,7,15,9,9,7,12,12,10,5,14,6,11,14,15,12,-1,6,11,11,11,12,8,6,15,8,13
x46,6,8,6,9,7,7,9,7,4,7,7,6,6,9,6,5,5,5,4,7,5,5,4,11,8,7,6,7,4,6,7,5,4,4,5,8,6,7,6,6,-1,4,4,5,8,2,3,11,5,5
x47,6,7,5,10,8,6,10,12,9,6,6,10,12,10,9,3,11,9,7,10,7,5,8,9,7,11,11,9,5,9,7,7,3,8,5,6,13,12,8,11,4,-1,8,9,9,5,5,10,7,7
x48,8,8,7,7,7,7,7,11,8,6,7,6,9,9,9,7,11,5,7,8,7,7,5,10,6,11,7,5,6,8,8,8,3,9,6,12,12,12,8,11,4,8,-1,6,11,5,6,10,10,9
x49,6,8,6,8,7,6,8,7,9,4,7,10,10,10,7,4,9,7,6,10,5,4,5,10,5,8,9,8,3,7,8,9,1,8,8,7,12,9,12,11,5,9,6,-1,7,5,4,10,6,7
x5,11,7,7,11,7,12,11,12,10,8,11,7,12,11,11,8,13,8,7,9,7,10,9,12,12,11,9,10,4,12,9,11,6,13,7,11,14,14,11,12,8,9,11,7,-1,6,5,15,10,10
x50,6,2,4,4,2,6,6,5,5,5,3,6,7,7,7,5,4,6,5,7,7,4,5,7,3,8,4,5,3,8,5,3,2,9,4,5,7,7,6,8,2,5,5,5,6,-1,4,9,6,7
x6,5,3,6,5,5,4,6,7,5,3,5,4,7,9,5,3,6,6,6,6,4,1,3,8,5,9,6,4,4,5,7,5,2,6,1,7,7,8,7,6,3,5,6,4,5,4,-1,6,6,6
x7,13,10,9,10,11,14,13,14,14,10,10,13,15,16,12,10,11,10,9,13,9,11,9,16,13,13,11,13,5,15,11,11,7,14,10,16,15,14,12,15,11,10,10,10,15,9,6,-1,9,12
x8,5,4,6,7,7,5,8,9,8,7,7,7,6,8,9,6,8,8,8,9,7,3,7,8,8,10,9,5,6,8,8,7,4,9,4,8,11,10,7,8,5,7,10,6,10,6,6,9,-1,8
x9,8,10,11,9,9,8,12,11,8,6,6,7,14,12,10,4,10,8,11,12,9,8,7,11,9,14,6,8,8,13,8,10,8,14,4,12,10,12,11,13,5,7,9,7,10,7,6,12,8,-1

CONFLICT MATRIX FOR KPI k13
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x4,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x5,x50,x6,x7,x8,x9
x1,-1,9,7,11,9,10,11,10,12,5,7,8,8,12,9,6,10,6,7,10,8,5,7,10,9,10,7,13,3,7,8,4,8,9,6,9,10,8,8,9,11,10,6,8,7,8,8,13,5,7
x10,9,-1,6,8,10,8,9,11,9,7,5,7,9,10,7,6,8,8,10,11,6,5,5,11,6,8,8,9,8,4,7,6,6,3,6,9,11,7,8,9,10,9,7,6,6,4,4,11,6,6
x11,7,6,-1,12,9,6,11,10,10,4,7,8,10,12,3,7,8,6,7,12,3,2,3,9,6,14,7,8,5,8,6,8,5,8,5,7,10,7,7,10,8,8,4,6,7,6,8,11,5,7
x12,11,8,12,-1,16,9,16,14,16,8,9,10,15,18,9,9,13,11,10,13,7,3,8,14,11,14,16,15,8,11,8,8,7,9,10,11,15,12,13,14,13,15,7,12,11,8,10,14,7,9
x13,9,10,9,16,-1,10,13,15,12,8,10,10,15,17,9,8,13,9,11,17,9,3,7,12,10,12,13,13,9,11,7,7,6,6,9,13,15,12,11,14,12,12,10,9,9,9,9,13,12,11
x14,10,8,6,9,10,-1,6,9,9,4,7,7,8,12,9,6,8,5,8,11,6,5,4,12,9,8,6,11,4,9,8,3,4,7,8,8,8,6,7,10,9,6,5,7,6,8,4,11,5,7
x15,11,9,11,16,13,6,-1,14,11,7,7,9,16,17,8,8,10,11,11,14,6,1,7,13,7,13,12,13,6,11,8,8,10,8,7,8,13,12,11,14,9,14,5,8,10,7,9,16,7,9
x16,10,11,10,14,15,9,14,-1,14,8,10,11,12,14,11,9,11,11,11,15,9,2,7,14,11,13,12,11,8,11,8,8,11,10,7,11,13,12,12,13,12,14,10,9,10,8,6,15,8,11
x17,12,9,10,16,12,9,11,14,-1,5,7,11,11,12,9,9,10,7,7,14,7,3,5,12,12,10,11,11,4,5,7,6,6,8,7,11,12,7,10,10,9,11,9,10,8,8,9,13,6,7
x18,5,7,4,8,8,4,7,8,5,-1,4,7,8,8,3,3,7,4,4,8,6,2,4,8,1,5,7,3,7,5,5,3,4,5,4,7,8,7,4,7,8,8,5,7,6,3,3,8,4,7
x19,7,5,7,9,10,7,7,10,7,4,-1,5,7,12,5,8,8,6,8,11,3,4,5,10,9,8,9,8,4,10,6,5,6,9,4,6,13,9,10,11,12,5,6,10,9,6,8,12,6,6
x2,8,7,8,10,10,7,9,11,11,7,5,-1,8,9,7,5,6,4,4,12,9,1,4,11,6,8,7,9,4,7,8,7,4,6,7,11,12,6,9,8,9,9,7,10,6,5,5,10,7,8
x20,8,9,10,15,15,8,16,12,11,8,7,8,-1,18,9,6,13,8,12,16,6,4,7,11,7,11,9,11,7,10,8,9,7,9,7,10,14,12,8,14,7,14,6,10,11,7,7,14,9,11
x21,12,10,12,18,17,12,17,14,12,8,12,9,18,-1,9,9,14,10,16,17,7,4,8,15,10,17,12,13,7,13,12,10,10,12,7,13,17,14,13,17,11,13,9,12,12,9,11,19,10,13
x22,9,7,3,9,9,9,8,11,9,3,5,7,9,9,-1,5,9,6,7,9,5,2,6,10,8,7,6,10,3,7,7,4,7,7,6,7,6,5,6,9,6,8,5,6,3,6,4,10,7,6
x23,6,6,7,9,8,6,8,9,9,3,8,5,6,9,5,-1,7,6,7,10,3,2,3,10,5,6,7,7,4,7,6,5,4,6,7,7,10,7,7,7,8,5,5,5,6,6,5,9,3,4
x24,10,8,8,13,13,8,10,11,10,7,8,6,13,14,9,7,-1,8,11,13,5,6,7,10,8,10,10,12,8,11,8,6,6,8,6,10,12,10,9,16,9,13,7,8,9,6,9,12,8,8
x25,6,8,6,11,9,5,11,11,7,4,6,4,8,10,6,6,8,-1,11,10,5,1,7,9,7,7,10,9,4,8,4,6,7,6,5,4,8,8,9,9,7,10,1,5,5,6,3,9,7,7
x26,7,10,7,10,11,8,11,11,7,4,8,4,12,16,7,7,11,11,-1,13,4,4,6,12,8,11,9,9,8,10,11,8,8,7,5,8,14,10,11,14,7,11,5,6,9,7,7,11,10,11
x27,10,11,12,13,17,11,14,15,14,8,11,12,16,17,9,10,13,10,13,-1,8,4,7,16,8,13,10,11,7,11,9,11,5,9,8,12,16,11,10,16,11,11,9,12,7,10,10,15,10,11
x28,8,6,3,7,9,6,6,9,7,6,3,9,6,7,5,3,5,5,4,8,-1,2,4,7,5,4,4,5,3,5,5,3,3,4,4,9,7,7,5,4,9,6,5,4,5,6,4,4,5,8
x29,5,5,2,3,3,5,1,2,3,2,4,1,4,4,2,2,6,1,4,4,2,-1,3,4,5,2,2,5,4,4,3,1,1,2,3,5,6,3,2,3,5,3,3,2,5,1,3,4,2,3
x3,7,5,3,8,7,4,7,7,5,4,5,4,7,8,6,3,7,7,6,7,4,3,-1,8,5,6,8,8,4,5,2,5,4,6,4,5,6,6,5,5,6,8,1,6,3,3,3,8,4,5
x30,10,11,9,14,12,12,13,14,12,8,10,11,11,15,10,10,10,9,12,16,7,4,8,-1,9,11,13,11,9,11,10,8,5,7,10,9,14,11,11,14,13,9,7,10,8,8,7,14,7,9
x31,9,6,6,11,10,9,7,11,12,1,9,6,7,10,8,5,8,7,8,8,5,5,5,9,-1,8,9,11,3,7,6,3,5,6,7,7,10,7,8,7,9,8,5,6,9,6,6,10,8,6
x32,10,8,14,14,12,8,13,13,10,5,8,8,11,17,7,6,10,7,11,13,4,2,6,11,8,-1,9,10,6,9,9,8,8,9,5,9,11,9,9,13,9,11,6,8,7,6,10,13,7,9
x33,7,8,7,16,13,6,12,12,11,7,9,7,9,12,6,7,10,10,9,10,4,2,8,13,9,9,-1,11,9,8,4,7,5,6,7,6,12,10,12,13,10,11,5,9,10,5,7,12,8,7
x34,13,9,8,15,13,11,13,11,11,3,8,9,11,13,10,7,12,9,9,11,5,5,8,11,11,10,11,-1,5,13,8,6,7,8,11,9,12,8,13,13,11,13,5,10,9,7,6,15,7,7
x35,3,8,5,8,9,4,6,8,4,7,4,4,7,7,3,4,8,4,8,7,3,4,4,9,3,6,9,5,-1,6,5,4,3,2,5,7,8,7,5,8,7,8,5,3,7,1,4,6,5,6
x36,7,4,8,11,11,9,11,11,5,5,10,7,10,13,7,7,11,8,10,11,5,4,5,11,7,9,8,13,6,-1,9,5,8,9,7,9,11,9,11,14,10,9,4,6,10,7,6,12,7,11
x37,8,7,6,8,7,8,8,8,7,5,6,8,8,12,7,6,8,4,11,9,5,3,2,10,6,9,4,8,5,9,-1,5,6,8,5,10,11,7,10,10,8,8,7,6,7,5,7,9,7,9
x38,4,6,8,8,7,3,8,8,6,3,5,7,9,10,4,5,6,6,8,11,3,1,5,8,3,8,7,6,4,5,5,-1,2,6,5,7,9,7,7,8,5,7,4,7,5,5,4,10,6,6
x39,8,6,5,7,6,4,10,11,6,4,6,4,7,10,7,4,6,7,8,5,3,1,4,5,5,8,5,7,3,8,6,2,-1,8,1,6,7,6,8,8,5,9,4,4,6,4,4,11,5,8
x4,9,3,8,9,6,7,8,10,8,5,9,6,9,12,7,6,8,6,7,9,4,2,6,7,6,9,6,8,2,9,8,6,8,-1,3,7,8,9,7,9,7,8,4,9,7,7,5,13,5,8
x40,6,6,5,10,9,8,7,7,7,4,4,7,7,7,6,7,6,5,5,8,4,3,4,10,7,5,7,11,5,7,5,5,1,3,-1,7,7,6,6,6,8,8,3,7,6,6,1,9,5,5
x41,9,9,7,11,13,8,8,11,11,7,6,11,10,13,7,7,10,4,8,12,9,5,5,9,7,9,6,9,7,9,10,7,6,7,7,-1,13,9,9,9,9,8,10,7,8,5,8,11,7,12
x42,10,11,10,15,15,8,13,13,12,8,13,12,14,17,6,10,12,8,14,16,7,6,6,14,10,11,12,12,8,11,11,9,7,8,7,13,-1,12,16,15,12,10,11,13,14,7,11,14,9,12
x43,8,7,7,12,12,6,12,12,7,7,9,6,12,14,5,7,10,8,10,11,7,3,6,11,7,9,10,8,7,9,7,7,6,9,6,9,12,-1,7,11,11,10,6,8,10,7,6,11,7,7
x44,8,8,7,13,11,7,11,12,10,4,10,9,8,13,6,7,9,9,11,10,5,2,5,11,8,9,12,13,5,11,10,7,8,7,6,9,16,7,-1,15,9,9,8,11,10,7,8,12,6,11
x45,9,9,10,14,14,10,14,13,10,7,11,8,14,17,9,7,16,9,14,16,4,3,5,14,7,13,13,13,8,14,10,8,8,9,6,9,15,11,15,-1,10,11,7,12,10,9,10,15,8,11
x46,11,10,8,13,12,9,9,12,9,8,12,9,7,11,6,8,9,7,7,11,9,5,6,13,9,9,10,11,7,10,8,5,5,7,8,9,12,11,9,10,-1,9,6,9,8,8,7,11,6,6
x47,10,9,8,15,12,6,14,14,11,8,5,9,14,13,8,5,13,10,11,11,6,3,8,9,8,11,11,13,8,9,8,7,9,8,8,8,10,10,9,11,9,-1,5,9,10,5,5,13,9,8
x48,6,7,4,7,10,5,5,10,9,5,6,7,6,9,5,5,7,1,5,9,5,3,1,7,5,6,5,5,5,4,7,4,4,4,3,10,11,6,8,7,6,5,-1,6,6,3,7,8,5,6
x49,8,6,6,12,9,7,8,9,10,7,10,10,10,12,6,5,8,5,6,12,4,2,6,10,6,8,9,10,3,6,6,7,4,9,7,7,13,8,11,12,9,9,6,-1,7,6,5,13,4,6
x5,7,6,7,11,9,6,10,10,8,6,9,6,11,12,3,6,9,5,9,7,5,5,3,8,9,7,10,9,7,10,7,5,6,7,6,8,14,10,10,10,8,10,6,7,-1,4,7,11,6,9
x50,8,4,6,8,9,8,7,8,8,3,6,5,7,9,6,6,6,6,7,10,6,1,3,8,6,6,5,7,1,7,5,5,4,7,6,5,7,7,7,9,8,5,3,6,4,-1,4,9,5,7
x6,8,4,8,10,9,4,9,6,9,3,8,5,7,11,4,5,9,3,7,10,4,3,3,7,6,10,7,6,4,6,7,4,4,5,1,8,11,6,8,10,7,5,7,5,7,4,-1,7,5,6
x7,13,11,11,14,13,11,16,15,13,8,12,10,14,19,10,9,12,9,11,15,4,4,8,14,10,13,12,15,6,12,9,10,11,13,9,11,14,11,12,15,11,13,8,13,11,9,7,-1,8,9
x8,5,6,5,7,12,5,7,8,6,4,6,7,9,10,7,3,8,7,10,10,5,2,4,7,8,7,8,7,5,7,7,6,5,5,5,7,9,7,6,8,6,9,5,4,6,5,5,8,-1,9
x9,7,6,7,9,11,7,9,11,7,7,6,8,11,13,6,4,8,7,11,11,8,3,5,9,6,9,7,7,6,11,9,6,8,8,5,12,12,7,11,11,6,8,6,6,9,7,6,9,9,-1

CONFLICT MATRIX FOR KPI k14
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x4,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x5,x50,x6,x7,x8,x9
x1,-1,4,7,8,8,10,8,8,10,6,5,5,10,8,9,5,8,3,8,10,5,5,7,8,6,9,4,8,4,6,6,2,7,9,3,8,7,8,6,9,6,5,8,7,6,7,7,8,5,6
x10,4,-1,8,7,8,10,6,10,7,6,4,7,11,9,8,5,7,5,6,9,6,6,3,12,4,7,5,8,7,5,9,7,6,7,2,11,7,9,10,11,6,8,9,7,7,3,6,9,6,9
x11,7,8,-1,13,7,8,11,8,9,5,4,5,11,11,6,5,5,4,6,13,4,4,2,9,7,12,6,8,6,5,6,8,5,8,3,9,8,10,7,11,8,7,7,8,10,6,8,11,6,8
x12,8,7,13,-1,12,9,14,11,13,8,7,7,14,11,8,7,9,5,6,14,8,4,7,11,9,12,11,10,8,10,7,8,8,8,7,14,13,14,12,13,10,11,12,12,13,7,11,12,8,12
x13,8,8,7,12,-1,11,11,9,12,10,9,8,17,14,8,10,13,6,8,15,7,6,6,13,8,8,10,11,5,12,9,5,6,6,7,15,11,9,11,13,8,9,8,7,9,8,10,13,8,12
x14,10,10,8,9,11,-1,9,9,8,5,8,5,12,13,12,8,10,6,10,13,6,9,6,14,11,10,7,11,6,9,10,6,7,9,5,15,9,10,8,12,8,6,10,5,13,7,9,12,9,12
x15,8,6,11,14,11,9,-1,10,10,6,7,4,15,11,9,8,9,6,8,13,3,4,7,9,9,11,8,11,6,11,6,7,10,7,6,9,9,10,10,12,8,8,6,7,12,7,7,13,6,10
x16,8,10,8,11,9,9,10,-1,13,9,7,8,14,9,10,8,10,9,8,10,7,4,5,11,7,9,9,7,6,10,8,7,9,10,6,12,11,10,12,13,5,11,12,9,11,7,8,12,7,11
x17,10,7,9,13,12,8,10,13,-1,9,8,10,13,9,11,7,10,7,9,12,8,3,7,11,10,9,9,9,5,9,8,9,7,11,6,13,11,11,11,9,6,11,10,11,11,7,9,14,9,11
x18,6,6,5,8,10,5,6,9,9,-1,7,6,11,8,7,8,10,6,6,9,8,5,6,10,3,7,9,3,7,10,10,3,5,10,3,11,8,8,9,10,6,8,7,7,8,5,7,10,6,11
x19,5,4,4,7,9,8,7,7,8,7,-1,3,10,10,7,9,8,7,6,11,4,5,5,8,7,8,8,4,1,9,6,6,3,8,4,9,11,7,8,10,7,5,7,7,10,7,10,10,6,8
x2,5,7,5,7,8,5,4,8,10,6,3,-1,7,6,6,3,4,3,3,9,8,1,3,8,3,5,6,5,3,4,8,6,3,5,4,8,9,5,9,7,3,9,6,9,5,5,4,7,6,8
x20,10,11,11,14,17,12,15,14,13,11,10,7,-1,16,10,10,17,8,11,16,5,10,9,14,10,11,10,14,7,14,9,9,8,11,8,17,13,13,14,18,8,11,9,12,13,7,10,16,8,13
x21,8,9,11,11,14,13,11,9,9,8,10,6,16,-1,8,9,12,7,11,16,4,6,3,14,8,12,8,9,4,8,12,8,5,9,3,14,13,10,12,16,7,7,9,9,12,8,12,14,6,12
x22,9,8,6,8,8,12,9,10,11,7,7,6,10,8,-1,7,7,7,7,10,6,7,8,11,11,8,6,10,5,8,8,5,6,8,6,11,7,7,9,7,6,7,9,6,9,6,6,10,8,9
x23,5,5,5,7,10,8,8,8,7,8,9,3,10,9,7,-1,7,7,7,9,6,4,3,9,5,7,7,5,3,8,8,6,2,9,5,11,9,7,7,8,6,6,7,3,10,6,7,10,6,7
x24,8,7,5,9,13,10,9,10,10,10,8,4,17,12,7,7,-1,6,9,12,5,7,8,10,7,9,7,7,6,12,7,6,7,9,4,13,9,9,9,12,4,9,9,7,9,5,10,11,8,12
x25,3,5,4,5,6,6,6,9,7,6,7,3,8,7,7,7,6,-1,7,7,4,2,3,8,5,6,6,4,2,7,7,5,3,7,5,7,6,7,6,6,3,6,4,4,6,6,6,8,7,7
x26,8,6,6,6,8,10,8,8,9,6,6,3,11,11,7,7,9,7,-1,12,5,4,3,11,7,8,3,7,6,11,11,6,5,9,4,10,10,9,10,12,5,3,7,6,9,7,7,9,8,11
x27,10,9,13,14,15,13,13,10,12,9,11,9,16,16,10,9,12,7,12,-1,8,6,5,13,10,14,7,11,6,13,12,8,6,10,6,14,15,10,12,16,11,9,11,12,12,11,12,14,11,14
x28,5,6,4,8,7,6,3,7,8,8,4,8,5,4,6,6,5,4,5,8,-1,4,4,7,3,5,4,2,6,7,7,4,3,7,3,10,8,9,5,6,6,7,8,4,8,6,5,5,9,9
x29,5,6,4,4,6,9,4,4,3,5,5,1,10,6,7,4,7,2,4,6,4,-1,6,7,7,4,2,7,5,6,3,3,3,6,2,10,5,7,4,6,6,2,6,2,8,3,4,6,5,6
x3,7,3,2,7,6,6,7,5,7,6,5,3,9,3,8,3,8,3,3,5,4,6,-1,6,6,5,6,6,4,7,3,2,5,5,4,6,5,7,5,5,4,4,5,5,6,4,4,7,6,4
x30,8,12,9,11,13,14,9,11,11,10,8,8,14,14,11,9,10,8,11,13,7,7,6,-1,9,10,10,11,8,10,13,8,5,10,5,13,11,12,14,13,9,7,8,9,11,7,11,12,8,13
x31,6,4,7,9,8,11,9,7,10,3,7,3,10,8,11,5,7,5,7,10,3,7,6,9,-1,5,6,9,3,7,5,6,5,6,5,10,6,7,8,6,7,4,6,5,11,6,6,9,8,9
x32,9,7,12,12,8,10,11,9,9,7,8,5,11,12,8,7,9,6,8,14,5,4,5,10,5,-1,7,7,5,9,7,7,6,8,5,10,12,10,9,13,6,8,11,8,10,9,12,12,8,9
x33,4,5,6,11,10,7,8,9,9,9,8,6,10,8,6,7,7,6,3,7,4,2,6,10,6,7,-1,5,5,7,7,5,4,6,5,9,8,8,10,10,5,8,6,8,10,5,9,10,6,8
x34,8,8,8,10,11,11,11,7,9,3,4,5,14,9,10,5,7,4,7,11,2,7,6,11,9,7,5,-1,6,9,6,6,6,6,6,11,7,8,10,8,8,7,6,8,8,5,6,11,6,7
x35,4,7,6,8,5,6,6,6,5,7,1,3,7,4,5,3,6,2,6,6,6,5,4,8,3,5,5,6,-1,8,5,4,4,7,2,9,5,8,7,7,5,4,7,4,8,2,5,4,5,10
x36,6,5,5,10,12,9,11,10,9,10,9,4,14,8,8,8,12,7,11,13,7,6,7,10,7,9,7,9,8,-1,8,6,7,8,8,12,10,10,10,12,7,7,7,6,11,8,7,11,10,14
x37,6,9,6,7,9,10,6,8,8,10,6,8,9,12,8,8,7,7,11,12,7,3,3,13,5,7,7,6,5,8,-1,6,4,8,3,11,10,8,12,10,7,7,7,8,8,6,7,10,8,10
x38,2,7,8,8,5,6,7,7,9,3,6,6,9,8,5,6,6,5,6,8,4,3,2,8,6,7,5,6,4,6,6,-1,1,8,4,10,9,8,7,6,4,7,6,6,10,3,6,10,6,8
x39,7,6,5,8,6,7,10,9,7,5,3,3,8,5,6,2,7,3,5,6,3,3,5,5,5,6,4,6,4,7,4,1,-1,5,2,5,4,7,7,9,4,7,6,5,6,4,3,8,4,8
x4,9,7,8,8,6,9,7,10,11,10,8,5,11,9,8,9,9,7,9,10,7,6,5,10,6,8,6,6,7,8,8,8,5,-1,2,10,9,11,7,10,5,7,8,8,10,7,7,12,7,11
x40,3,2,3,7,7,5,6,6,6,3,4,4,8,3,6,5,4,5,4,6,3,2,4,5,5,5,5,6,2,8,3,4,2,2,-1,7,7,4,5,5,2,6,4,3,5,5,2,6,6,7
x41,8,11,9,14,15,15,9,12,13,11,9,8,17,14,11,11,13,7,10,14,10,10,6,13,10,10,9,11,9,12,11,10,5,10,7,-1,14,13,13,13,10,9,15,9,16,6,12,13,9,16
x42,7,7,8,13,11,9,9,11,11,8,11,9,13,13,7,9,9,6,10,15,8,5,5,11,6,12,8,7,5,10,10,9,4,9,7,14,-1,11,13,14,7,9,13,12,11,9,12,12,8,12
x43,8,9,10,14,9,10,10,10,11,8,7,5,13,10,7,7,9,7,9,10,9,7,7,12,7,10,8,8,8,10,8,8,7,11,4,13,11,-1,9,11,9,8,10,8,13,7,9,9,8,11
x44,6,10,7,12,11,8,10,12,11,9,8,9,14,12,9,7,9,6,10,12,5,4,5,14,8,9,10,10,7,10,12,7,7,7,5,13,13,9,-1,14,7,8,11,14,10,7,10,9,6,13
x45,9,11,11,13,13,12,12,13,9,10,10,7,18,16,7,8,12,6,12,16,6,6,5,13,6,13,10,8,7,12,10,6,9,10,5,13,14,11,14,-1,7,8,11,12,12,9,10,14,8,14
x46,6,6,8,10,8,8,8,5,6,6,7,3,8,7,6,6,4,3,5,11,6,6,4,9,7,6,5,8,5,7,7,4,4,5,2,10,7,9,7,7,-1,4,6,6,9,6,8,7,6,6
x47,5,8,7,11,9,6,8,11,11,8,5,9,11,7,7,6,9,6,3,9,7,2,4,7,4,8,8,7,4,7,7,7,7,7,6,9,9,8,8,8,4,-1,8,8,8,4,6,11,8,9
x48,8,9,7,12,8,10,6,12,10,7,7,6,9,9,9,7,9,4,7,11,8,6,5,8,6,11,6,6,7,7,7,6,6,8,4,15,13,10,11,11,6,8,-1,8,11,6,10,8,7,10
x49,7,7,8,12,7,5,7,9,11,7,7,9,12,9,6,3,7,4,6,12,4,2,5,9,5,8,8,8,4,6,8,6,5,8,3,9,12,8,14,12,6,8,8,-1,6,5,9,9,4,8
x5,6,7,10,13,9,13,12,11,11,8,10,5,13,12,9,10,9,6,9,12,8,8,6,11,11,10,10,8,8,11,8,10,6,10,5,16,11,13,10,12,9,8,11,6,-1,6,9,13,9,13
x50,7,3,6,7,8,7,7,7,7,5,7,5,7,8,6,6,5,6,7,11,6,3,4,7,6,9,5,5,2,8,6,3,4,7,5,6,9,7,7,9,6,4,6,5,6,-1,6,8,9,8
x6,7,6,8,11,10,9,7,8,9,7,10,4,10,12,6,7,10,6,7,12,5,4,4,11,6,12,9,6,5,7,7,6,3,7,2,12,12,9,10,10,8,6,10,9,9,6,-1,9,6,8
x7,8,9,11,12,13,12,13,12,14,10,10,7,16,14,10,10,11,8,9,14,5,6,7,12,9,12,10,11,4,11,10,10,8,12,6,13,12,9,9,14,7,11,8,9,13,8,9,-1,10,10
x8,5,6,6,8,8,9,6,7,9,6,6,6,8,6,8,6,8,7,8,11,9,5,6,8,8,8,6,6,5,10,8,6,4,7,6,9,8,8,6,8,6,8,7,4,9,9,6,10,-1,9
x9,6,9,8,12,12,12,10,11,11,11,8,8,13,12,9,7,12,7,11,14,9,6,4,13,9,9,8,7,10,14,10,8,8,11,7,16,12,11,13,14,6,9,10,8,13,8,8,10,9,-1

CONFLICT MATRIX FOR KPI k15
,x1,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x2,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x3,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x4,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x5,x50,x6,x7,x8,x9
x1,-1,8,4,10,8,7,9,8,12,7,7,7,9,9,10,6,7,7,6,9,8,5,7,8,6,7,5,12,1,7,6,2,7,11,4,6,6,8,7,9,8,6,5,7,5,7,5,12,2,5
x10,8,-1,8,10,9,8,8,10,11,7,6,7,9,9,7,6,7,9,5,10,9,5,3,10,5,9,8,11,4,5,7,5,7,9,2,8,5,10,7,10,7,9,6,7,7,4,6,11,3,8
x11,4,8,-1,8,6,4,7,4,7,4,4,7,7,7,4,5,4,4,3,8,5,5,1,5,3,10,5,6,3,4,5,3,5,8,2,7,5,6,4,9,5,5,4,5,5,4,5,9,3,7
x12,10,10,8,-1,12,9,8,10,10,10,9,9,12,13,9,7,11,7,4,10,8,4,6,11,7,11,11,14,4,9,10,4,7,11,6,11,11,11,12,14,10,12,7,11,10,6,8,13,5,9
x13,8,9,6,12,-1,8,10,7,9,7,9,6,14,12,7,5,10,5,6,11,6,6,6,9,8,9,10,11,3,11,6,2,7,6,4,10,8,10,10,14,6,8,5,8,7,5,6,11,3,11
x14,7,8,4,9,8,-1,6,5,7,3,6,5,6,10,7,6,4,3,3,6,6,5,2,9,7,5,5,10,2,5,5,2,4,6,4,8,6,7,4,7,9,5,4,5,7,4,4,10,2,4
x15,9,8,7,8,10,6,-1,5,7,5,3,5,11,11,6,4,6,4,6,9,4,4,5,8,4,9,6,10,3,8,5,3,8,7,4,8,4,8,6,11,5,6,3,6,4,5,4,11,1,9
x16,8,10,4,10,7,5,5,-1,10,7,6,7,9,7,10,4,6,8,5,7,7,1,5,8,4,9,6,8,3,7,7,3,8,9,2,7,6,9,9,10,5,9,5,7,5,6,4,9,4,6
x17,12,11,7,10,9,7,7,10,-1,9,7,9,10,9,9,8,8,9,6,7,10,6,7,9,7,8,8,9,3,6,6,4,8,13,4,10,6,11,8,8,7,6,5,8,6,6,5,13,3,8
x18,7,7,4,10,7,3,5,7,9,-1,6,7,8,6,6,5,8,6,3,6,8,2,5,7,2,7,7,5,3,5,7,2,4,9,4,6,6,10,6,8,5,9,5,7,6,5,5,7,3,6
x19,7,6,4,9,9,6,3,6,7,6,-1,4,9,8,8,8,8,5,6,9,4,5,4,6,5,8,6,7,0,8,7,2,3,8,3,7,9,6,5,9,6,6,6,6,8,4,6,8,3,5
x2,7,7,7,9,6,5,5,7,9,7,4,-1,6,7,7,4,3,6,2,7,9,2,2,7,3,7,5,7,1,6,9,3,5,9,4,6,4,8,6,8,5,8,2,7,5,5,2,10,3,6
x20,9,9,7,12,14,6,11,9,10,8,9,6,-1,11,9,5,12,6,8,12,6,7,7,9,6,10,7,12,4,13,6,4,8,11,5,11,9,13,9,16,4,9,5,10,9,6,6,12,4,12
x21,9,9,7,13,12,10,11,7,9,6,8,7,11,-1,9,7,7,7,6,10,7,5,6,11,8,10,9,11,3,9,7,4,8,10,5,11,9,11,8,12,8,7,5,8,8,7,7,14,4,11
x22,10,7,4,9,7,7,6,10,9,6,8,7,9,9,-1,6,7,9,7,7,7,4,6,8,5,9,6,10,2,8,9,5,7,13,3,7,7,9,8,11,4,8,4,5,7,7,4,11,5,7
x23,6,6,5,7,5,6,4,4,8,5,8,4,5,7,6,-1,3,5,6,5,6,4,3,8,2,7,6,5,2,5,6,4,3,8,5,8,8,7,5,6,6,3,5,3,7,5,5,9,3,5
x24,7,7,4,11,10,4,6,6,8,8,8,3,12,7,7,3,-1,6,7,7,5,4,6,5,5,7,8,9,3,9,6,3,5,9,2,7,6,8,8,11,5,8,4,8,6,4,8,6,4,8
